28801,1123,12,020BAA0162630A17AC1A7B1F7994C087D654B61CB5B62AAAAA585450BF40
28803,1123,12,040B8C0035FFFC07302BB234D7FE80B3006ED873FD92AAAAAA477CB87F40
28805,1123,12,060000000000000012006389E240C0A10AB99A757E646AAAAA63F3F63F40
28807,1123,12,07EC2E4C02C026A26FD57EDBFF1500A165520841983E6AAAAA46BE88FF40
28809,1123,12,08E0071001800AAAAAAAAAAAAAAA80AAAA9C7631C5C2EAAAAA4F1CB93F40
28811,1123,12,009555555555555555555555518C009C22FF41B10DC52AAAAA43FDDE3F40
28813,1123,12,009555555555555555555555518C009C234CF54CC331AAAAAA5F762A3F40
28815,1123,12,009555555555555555555555518C009C23F1A5E9F15B2AAAAA71B4B6BF40
28817,1123,12,009555555555555555555555518C009C245E5A8381AF6AAAAA44DEC47F40
28819,1123,12,009555555555555555555555518C009C24FF64E65F00AAAAAA6DACC2FF40
28821,1123,12,010B81CC414068AB003D71B4AA04C0A7D9FB5BBA9C1EAAAAAA454875FF40
28823,1123,12,030BBFF098076DC45584D904C50580AF5AE28F814F506AAAAA62FA4A7F40
28825,1123,12,0516202407A07A5E9808C60E132A80AAAABDDFE84373AAAAAA7D5314FF40
28827,1123,12,009555555555555555555555518C009C26E0D29C4015AAAAAA7DC599FF40
28829,1123,12,009555555555555555555555518C009C276C61C6FC402AAAAA5B39713F40
28831,1123,12,020BAA0162630A17AC1A7B1F7994C087D654A5AD144E6AAAAA6C2717BF40
28833,1123,12,040B8C0035FFFC07302BB234D7FE80B3006F3649B99C2AAAAA7CBF683F40
28835,1123,12,060000000000000012006389E240C0A146BE18F09529AAAAAA7922D2FF40
28837,1123,12,09EC2E5555555555552A00701E37C09C011F460188AF2AAAAA53B1B4BF40
28839,1123,12,0AE5315FE14A61FD57FFF000B804C0A008FE705F94C66AAAAA7ABD05FF40
28841,1123,12,009555555555555555555555518C009C2A6581A56F412AAAAA59E7B13F40
28843,1123,12,009555555555555555555555518C009C2ACFFBFCC331AAAAAA497B423F40
28845,1123,12,009555555555555555555555518C009C2B78DDAB5AF52AAAAA6659647F40
28847,1123,12,009555555555555555555555518C009C2BF044BFD01E6AAAAA4281663F40
28849,1123,12,009555555555555555555555518C009C2C4CF319D8D5EAAAAA6C5CBB7F40
28851,1123,12,010B81CC414068AB003D71B4AA04C0A7D9F847369E73EAAAAA458234BF40
28853,1123,12,030BBFF098076DC45584D904C50580AF5AD6CDD91343AAAAAA675001FF40
28855,1123,12,0516202407A07A5E9808C60E16EA80AAAA9F04FFBB482AAAAA7EA0177F40
28857,1123,12,009555555555555555555555518C009C2E5D8B400D6AAAAAAA508CE83F40
28859,1123,12,009555555555555555555555518C009C2ECF391146402AAAAA4E7D187F40
28861,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E754B84A71B26AAAAA6D19C4BF40
28863,1123,12,040BCC0032000107582BB22EC7FE80B3006C2494498DEAAAAA7008CCBF40
28865,1123,12,060000000000000012006389E240C0A1829E251158856AAAAA4AAE4E7F40
28867,1123,12,07FC2F0155555555555555555555409555540841AB892AAAAA60B9E83F40
28869,1123,12,08F5555555500AAAAAAAAAAAAAAA80AAAA9A483D5F02EAAAAA452E027F40
28871,1123,12,009555555555555555555555518C009C31C7C1BBACD96AAAAA5103643F40
28873,1123,12,009555555555555555555555518C009C324115E44331AAAAAA696ED03F40
28875,1123,12,009555555555555555555555518C009C32D8F7C06949AAAAAA7973D87F40
28877,1123,12,009555555555555555555555518C009C3341CA03819F2AAAAA659386FF40
28879,1123,12,009555555555555555555555518C009C33FB3B01966DEAAAAA401FB2BF40
28881,1123,12,010BC1D644475BC1003D7065AA04C0A813DEEB7C4B18EAAAAA4EBD403F40
28883,1123,12,030BFFF0990768445544D844C18580AD5AC55CF25D706AAAAA7BC0207F40
28885,1123,12,0516202407A07A5E9808C60E1AAA80AAAA9E5E8416182AAAAA7840313F40
28887,1123,12,009555555555555555555555518C009C35D2CA946820EAAAAA6199DC3F40
28889,1123,12,009555555555555555555555518C009C367AF49301402AAAAA61E9FFBF40
28891,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E7549BDB539CEAAAAA65D0C03F40
28893,1123,12,040BCC0032000107582BB22EC7FE80B3006C789CBBEE6AAAAA4E3D133F40
28895,1123,12,060000000000000012006389E240C0A1BE9117886AB46AAAAA53D5FDFF40
28897,1123,12,09FC2F5555555555553000205C3640BDFE994601A9CEEAAAAA53E11E3F40
28899,1123,12,0AF5348FE0947DFCDDFFA000B804C0A008F0CF2DAD466AAAAA5AB89E7F40
28901,1123,12,009555555555555555555555518C009C396183FA7C2FAAAAAA5183E97F40
28903,1123,12,009555555555555555555555518C009C39DC51108333EAAAAA5CEF5BBF40
28905,1123,12,009555555555555555555555518C009C3A4A8757430B6AAAAA722BA6FF40
28907,1123,12,009555555555555555555555518C009C3AD7C6BFD034AAAAAA52A2293F40
28909,1123,12,009555555555555555555555518C009C3B72FEB1F75FEAAAAA58D137FF40
28911,1123,12,010BC1D644475BC1003D7065AA04C0A813F2885AB7896AAAAA69E0A63F40
28913,1123,12,030BFFF0990768445544D844C18580AD5AC6A964B040AAAAAA6656B37F40
28915,1123,12,0516202407A07A5E9808C60E1E6A80AAAABC05012D266AAAAA6F55F7BF40
28917,1123,12,009555555555555555555555518C009C3D55B97CCB69EAAAAA73D1647F40
28919,1123,12,009555555555555555555555518C009C3DF71DBBE8402AAAAA4347E2BF40
28921,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E754B93DF0662AAAAA5F23CFBF40
28923,1123,12,040BCC0032000107582BB22EC7FE80B3006C8F8F91D8AAAAAA688389FF40
28925,1123,12,060000000000000012006389E240C0A1FA812E198E6BEAAAAA6C38A3BF40
28927,1123,12,07FC2F6400E03BE2E402298AFF0480BB9540C841C756EAAAAA71FBD47F40
28929,1123,12,08FFEEB0000340100298B100CEA0409FF8AE972F73C2EAAAAA67DCB87F40
28931,1123,12,009555555555555555555555518C009C40D501C540B1AAAAAA43623B7F40
28933,1123,12,009555555555555555555555518C009C417BCA404331EAAAAA70CA313F40
28935,1123,12,009555555555555555555555518C009C41C303DA55A0EAAAAA6F73DF3F40
28937,1123,12,009555555555555555555555518C009C42643B8381C7AAAAAA53E60A7F40
28939,1123,12,009555555555555555555555518C009C42C00E4EA5D46AAAAA777445FF40
28941,1123,12,010BC1D644475BC1003D7065AA04C0A813FE583ABA0FAAAAAA7504093F40
28943,1123,12,030BFFF0990768445544D844C18580AD5AE6009C8DCA6AAAAA52C4503F40
28945,1123,12,0516202407A07A5E9808C60E222A80AAAA9CEF248A8FAAAAAA7ADB7B3F40
28947,1123,12,009555555555555555555555518C009C44C04B71F7C82AAAAA5289EE7F40
28949,1123,12,009555555555555555555555518C009C4560985DB5C02AAAAA50F357FF40
28951,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E754B89EE5F4AAAAAA693B847F40
28953,1123,12,040BCC0032000107582BB22EC7FE80B3006CE82EF9E36AAAAA745E047F40
28955,1123,12,060000000000000012006389E240C0A236A077961D656AAAAA6E7DA4BF40
28957,1123,12,09FC2FA9D4044BFFA03600702607808E01294601959B6AAAAA4329B53F40
28959,1123,12,0AF5315FE1C13A0017FFE000B804C0A008C5643868066AAAAA75C008FF40
28961,1123,12,009555555555555555555555518C009C4869C1E069FEEAAAAA6E832D3F40
28963,1123,12,009555555555555555555555518C009C48F32A144331EAAAAA6E6B44FF40
28965,1123,12,009555555555555555555555518C009C4955B99E87FDEAAAAA4D5BEB3F40
28967,1123,12,009555555555555555555555518C009C49F86CBFD0252AAAAA54A2413F40
28969,1123,12,009555555555555555555555518C009C4A44751CC422AAAAAA7960313F40
28971,1123,12,010BC1D644475BC1003D7065AA04C0A813F74E5F0BC16AAAAA6E73DA7F40
28973,1123,12,030BFFF0990768445544D844C18580AD5AEEFEC885EA6AAAAA6164BEBF40
28975,1123,12,0516202407A07A5E9808C60E25EA80AAAAB37BF65883AAAAAA5C1C133F40
28977,1123,12,009555555555555555555555518C009C4C6FF16416996AAAAA4859033F40
28979,1123,12,009555555555555555555555518C009C4CCF1B66AFC02AAAAA5EB676BF40
28981,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E754A424A57CAAAAAA7ABF7D7F40
28983,1123,12,040BCC0032000107582BB22EC7FE80B3006D37A0ADE7AAAAAA511FE77F40
28985,1123,12,060000000000000012006389E240C0A272A7CC523DC86AAAAA7ACC64BF40
28987,1123,12,07FC2F015555555555555555555540955558C841F447AAAAAA7CCC333F40
28989,1123,12,08F5555555500AAAAAAAAAAAAAAA80AAAA912F85E442EAAAAA78C1FB3F40
28991,1123,12,009555555555555555555555518C009C4FFD81DDC4D3AAAAAA7F31A77F40
28993,1123,12,009555555555555555555555518C009C505807CC0331EAAAAA72FBAEFF40
28995,1123,12,009555555555555555555555518C009C50CE307205D2AAAAAA58FA1EFF40
28997,1123,12,009555555555555555555555518C009C514E3C0381F06AAAAA42C4183F40
28999,1123,12,009555555555555555555555518C009C51F16D13C3126AAAAA5D3EA6FF40
29001,1123,12,010BC1D644475BC1003D7065AA04C0A813DE2F19E72F2AAAAA70A3BFBF40
29003,1123,12,030BFFF0990768445544D844C18580AD5AC83FCCF38A2AAAAA62333D3F40
29005,1123,12,0516202407A07A5E9808C60E29AA80AAAAAE4B15C30DEAAAAA5129617F40
29007,1123,12,009555555555555555555555518C009C53E0FAC72B3BEAAAAA48951F7F40
29009,1123,12,009555555555555555555555518C009C5440FBCDE8C02AAAAA58F6D5BF40
29011,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E754A6858D72EAAAAA4EAD08BF40
29013,1123,12,040BCC0032000107582BB22EC7FE80B3006D4394E5F86AAAAA71EFC3FF40
29015,1123,12,060000000000000012006389E240C0A2AEBD4D758C27AAAAAA6DE7B77F40
29017,1123,12,09FC2F5555555555553C0040443B4095FE6C4601B286EAAAAA6657BA7F40
29019,1123,12,0AF5347FE1D0080CE3FF8000B804C0A008CFF0BC88066AAAAA6044847F40
29021,1123,12,009555555555555555555555518C009C574D41FB86B12AAAAA7966F7FF40
29023,1123,12,009555555555555555555555518C009C57EAF1F80331EAAAAA51C26DBF40
29025,1123,12,009555555555555555555555518C009C5846B554B2976AAAAA557A82FF40
29027,1123,12,009555555555555555555555518C009C58ED41BFD03EAAAAAA7A76CA3F40
29029,1123,12,009555555555555555555555518C009C59468B6AA2A5EAAAAA580ABCBF40
29031,1123,12,010BC1D644475BC1003D7065AA04C0A813D329C3473DAAAAAA4A5309BF40
29033,1123,12,030BFFF0990768445544D844C18580AD5AD9DCA79BD86AAAAA6955367F40
29035,1123,12,0516202407A07A5E9808C60E2D6A80AAAAB4454B6619AAAAAA7C61D63F40
29037,1123,12,009555555555555555555555518C009C5B64983AD3BE6AAAAA71A6587F40
29039,1123,12,009555555555555555555555518C009C5BE3E10F26802AAAAA401E34BF40
29041,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E75487E4AE28AAAAAA70B1057F40
29043,1123,12,040BCC0032000107582BB22EC7FE80B3006DADB5C5CF6AAAAA48F6D53F40
29045,1123,12,060000000000000012006389E240C0A2EA993F6762D76AAAAA75D5A53F40
29047,1123,12,07FC2F7C00E037B70802298A7F0940A9D55C8841DE886AAAAA72BE087F40
29049,1123,12,08FFF05000000AAAAAAAAAAAAAAA80AAAABB9FA99982EAAAAA4F4AD93F40
29051,1123,12,009555555555555555555555518C009C5EE401EE81F3AAAAAA4657B67F40
29053,1123,12,009555555555555555555555518C009C5F63E7DF8331EAAAAA483AE07F40
29055,1123,12,009555555555555555555555518C009C5FE1494326966AAAAA4858587F40
29057,1123,12,009555555555555555555555518C009C6065410381CC2AAAAA6FB5273F40
29059,1123,12,009555555555555555555555518C009C60D563EE9A902AAAAA54BDD4BF40
29061,1123,12,010BC1D644475BC1003D7065AA04C0A813D268443390AAAAAA5283033F40
29063,1123,12,030BFFF0990768445544D844C18580AD5AEAB3C7F2952AAAAA770083BF40
29065,1123,12,0516202407A07A5E9808C60E312A80AAAA9DE34C7C50AAAAAA4F15703F40
29067,1123,12,009555555555555555555555518C009C62CFD47F1956EAAAAA79396A7F40
29069,1123,12,009555555555555555555555518C009C637A299CCC002AAAAA6F1351BF40
29071,1123,12,020BEA01601A0A17AC5FFB1FB43BC087E7549D4E163F6AAAAA455DCFBF40
29073,1123,12,040BCC0032000107582BB22EC7FE80B3006DD697DDEF6AAAAA74B0187F40
29075,1123,12,060000000000000012006389E240C0A32691CB0606C66AAAAA5DD4D07F40
29077,1123,12,09FC2F55555555555542009035AFC08A15FC86019BE9AAAAAA63F70D7F40
29079,1123,12,0AFA7E0FE2F1C7FE18000000B804C0A008ED944107066AAAAA703440FF40
29081,1123,12,009555555555555555555555518C009C666401CEF46B2AAAAA797BF37F40
29083,1123,12,009555555555555555555555518C009C66D741AC8331EAAAAA564E277F40
29085,1123,12,009555555555555555555555518C009C674CD50B8E2EAAAAAA7EAFAC3F40
29087,1123,12,009555555555555555555555518C009C67C150BFD03BAAAAAA5B3F19BF40
29089,1123,12,009555555555555555555555518C009C6845BF405092EAAAAA64F1D73F40
29091,1123,12,010BC1D644475BC1003D7065AA04C0A813CCF5B4195CAAAAAA4A1A3BBF40
